Activity Type, User ID, RM ID, User OS, User OS Share, Viewing App, Viewing App Version, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Federal energy tax credit,,1,20,8-May-2017,21:50:01,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Oregon renewable energy tax credit,,1,30,8-May-2017,21:49:27,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Energy Trust funding status for Pacific Power customers only,,1,40,8-May-2017,21:48:57,,
VIEW,5312909,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,Central Electric Co-op Net Metering,,1,100,8-May-2017,12:00:05,,
VIEW,5312909,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,"Swanson, Nikki 9.24KW Preliminary Bid Proposal.pdf",,1,120,8-May-2017,11:55:57,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,25,8-May-2017,11:48:17,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,100,8-May-2017,11:45:47,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Garland, Susan 4.48KW Preliminary Bid Proposal.pdf",,1,190,8-May-2017,11:43:15,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Your comments:,,1,15,8-May-2017,11:42:34,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Your solar interest - form,,1,165,8-May-2017,11:40:20,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Upload Utility Bill,,1,35,8-May-2017,11:33:05,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Garland, Susan Prelim Roof Layout.png",,1,20,8-May-2017,11:32:34,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,About E2 Solar,,1,120,8-May-2017,11:30:06,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Solar net metering schedule,,1,15,8-May-2017,11:28:32,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,95,8-May-2017,11:26:00,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,55,8-May-2017,11:24:53,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers only,,1,175,8-May-2017,11:21:36,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Elliott, Katy 6.16kW 022817.pdf",,1,15,7-May-2017,22:38:04,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,20,7-May-2017,22:08:59,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,30,7-May-2017,7:40:41,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,25,7-May-2017,7:32:21,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,10,7-May-2017,1:35:55,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,5,7-May-2017,1:02:05,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,10,6-May-2017,23:03:32,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,10,6-May-2017,22:53:19,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,15,6-May-2017,22:45:58,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,15,6-May-2017,22:39:09,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Solar net metering schedule,,1,5,6-May-2017,21:02:01,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Federal energy tax credit,,1,5,6-May-2017,21:01:43,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust funding status for Pacific Power customers only,,1,5,6-May-2017,21:01:31,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,5,6-May-2017,11:54:19,,
SHARE,5299002,2834196,,WEB,,,,6-May-2017,6:08:23,Solar Blueprint Daniel and Nita Belles,WEB,1,755,6-May-2017,6:08:23,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.62KW with SW 295 watt panels Bid Proposal.pdf",,1,20,6-May-2017,6:07:37,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.44KW with REC Panels and SolarEdge Bid Proposal.pdf",,1,10,6-May-2017,6:07:28,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.44KW with REC Panels Bid Proposal.pdf",,1,15,6-May-2017,6:07:18,,
SHARE,5289812,2834196,,WEB,,,,6-May-2017,3:55:30,Solar Blueprint Ken Moore,WEB,1,115,6-May-2017,3:55:30,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Handler, David Prelim Roof Layout.png",,1,50,6-May-2017,1:03:36,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,5,6-May-2017,0:58:32,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Upload Utility Bill,,1,5,6-May-2017,0:24:50,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,35,6-May-2017,0:24:20,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Garland, Susan 4.48KW Preliminary Bid Proposal.pdf",,1,145,6-May-2017,0:22:07,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Handler, David Prelim Roof Layout.png",,1,105,6-May-2017,0:18:29,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Handler, David Prelim Roof Layout.png",,1,15,5-May-2017,23:25:13,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Swanson, Nikki 9.24KW Preliminary Bid Proposal.pdf",,1,125,5-May-2017,23:09:28,,
VIEW,3913947,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,5,5-May-2017,23:06:52,,
VIEW,3913947,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,10,5-May-2017,22:51:52,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Swanson, Nikki Prelim Roof Layout.png",,1,15,5-May-2017,22:42:16,,
SHARE,5326891,2834196,,WEB,,,,5-May-2017,22:27:43,Welcome the sun into your home Susan Garland,WEB,1,1290,5-May-2017,22:27:43,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan 4.48KW Preliminary Bid Proposal.pdf",,1,15,5-May-2017,22:17:49,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Garland, Susan Prelim Roof Layout.png",,1,5,5-May-2017,22:17:43,,
SHARE,3768673,2834196,,WEB,,,,5-May-2017,4:42:42,Get the Power Jim Wells,WEB,1,475,5-May-2017,22:07:00,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Choosing a contractor,,1,5,5-May-2017,22:06:54,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Federal energy tax credit,,1,5,5-May-2017,22:06:47,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Oregon renewable energy tax credit,,1,65,5-May-2017,22:05:38,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,120,5-May-2017,22:03:29,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Pacific Power Net Metering,,1,80,5-May-2017,22:02:05,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wells, Jim 8.26KW Preliminary Bid Proposal.pdf",,1,5,5-May-2017,22:01:59,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Request your site assessment,,1,50,5-May-2017,22:00:00,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Request your site assessment,,1,60,5-May-2017,21:57:57,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,25,5-May-2017,7:19:57,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Pacific Power Net Metering,,1,30,5-May-2017,7:19:26,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wells, Jim 8.26KW Preliminary Bid Proposal.pdf",,1,30,5-May-2017,7:18:51,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Financing option,,1,10,5-May-2017,7:17:35,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Harris, Danny 1.68KW Preliminary Bid Proposal.pdf",,1,5,5-May-2017,7:17:20,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,What you can expect,,1,5,5-May-2017,7:16:25,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Federal renewable energy tax credit,,1,20,5-May-2017,7:14:55,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,15,5-May-2017,7:14:35,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,10,5-May-2017,7:14:20,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Harris, Danny 3.92KW Preliminary Bid Proposal.pdf",,1,5,5-May-2017,7:14:15,,
VIEW,4099997,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Making a difference with solar,,1,10,5-May-2017,7:13:51,,
VIEW,3913947,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,70,5-May-2017,6:56:14,,
SHARE,3913947,2834196,,WEB,,,,5-May-2017,6:32:42,Solar Blueprint Kevin Havice,WEB,1,500,5-May-2017,6:32:42,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,10,5-May-2017,6:32:10,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Havice, Kevin 6.49KW SW 295 Panels Bid Proposal.pdf",,1,15,5-May-2017,6:31:56,,
VIEW,5314722,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Rhodes, Walt 5.44KW LG Panels Bid Proposal.pdf",,1,40,5-May-2017,4:37:14,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,5,5-May-2017,4:11:04,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Rhodes, Walt 5.44KW LG Panels Bid Proposal.pdf",,1,10,5-May-2017,4:10:43,,
VIEW,5312909,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Swanson, Nikki 4.48KW Preliminary Bid Proposal.pdf",,1,135,5-May-2017,0:47:40,,
VIEW,5312909,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Oregon renewable energy tax credit,,1,25,5-May-2017,0:47:08,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Preliminary Estimate 4.06KW,,1,25,5-May-2017,0:16:45,,
SHARE,5199673,2834196,,WEB,,,,3-May-2017,6:38:09,Get the Power Cuyla Dudley,WEB,1,145,4-May-2017,23:13:00,,
VIEW,5199673,,WINDOWS_10,WINDOWS_10,EDGE14,,,,,"Dudley, Cuyla 12.42KW Groundmount Preliminary Estimate.pdf",,1,145,4-May-2017,23:09:53,,
VIEW,5314722,,WINDOWS_7,WINDOWS_7,IE11,,,,,Why install solar,,1,5,4-May-2017,22:19:15,,
VIEW,5314722,,WINDOWS_7,WINDOWS_7,IE11,,,,,Why E2 Solar,,1,20,4-May-2017,22:18:50,,
VIEW,5314722,,WINDOWS_7,WINDOWS_7,IE11,,,,,What you can expect,,1,15,4-May-2017,22:18:18,,
VIEW,5312909,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Your solar interest - form,,1,100,4-May-2017,5:04:29,,
VIEW,5312909,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Upload Utility Bill,,1,65,4-May-2017,5:01:35,,
VIEW,5312909,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Swanson, Nikki 4.48KW Preliminary Bid Proposal.pdf",,1,25,4-May-2017,5:00:01,,
VIEW,5312909,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Swanson, Nikki 4.48KW Preliminary Bid Proposal.pdf",,1,340,4-May-2017,4:42:48,,
VIEW,5299557,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Willett, Ken and Debby 9.66KW GroundMount SolarEdge Battery Backup Ready.pdf",,1,45,4-May-2017,4:39:45,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Willett, Ken and Debby 9.66KW GroundMount SolarEdge Battery Backup Ready.pdf",,1,5,4-May-2017,4:07:23,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Willett, Ken and Debby 9.66KW GroundMount SolarEdge Battery Backup Ready.pdf",,1,20,4-May-2017,3:58:59,,
SHARE,4098404,4098404,,WEB,,,,4-May-2017,1:16:22,Master E2 Solar contracts for,WEB,0,0,4-May-2017,1:16:22,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,25,4-May-2017,0:06:06,,
SHARE,3768673,2834196,,WEB,,,,29-Nov-2016,7:36:55,Welcome the sun into your home Jim Wells,WEB,1,842,4-May-2017,0:01:00,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Read what our customers have to say,,1,5,4-May-2017,0:00:11,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,What you can expect,,1,10,3-May-2017,23:59:47,,
VIEW,5314722,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,70,3-May-2017,23:29:06,,
VIEW,5314722,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Pacific Power Net Metering,,1,5,3-May-2017,23:28:53,,
VIEW,5314722,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Rhodes, Walt 4.72KW SolarEdge Preliminary Bid Proposal.pdf",,1,365,3-May-2017,23:06:38,,
VIEW,5314722,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Read what our customers have to say,,1,140,3-May-2017,23:03:42,,
VIEW,5314722,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,What you can expect,,1,20,3-May-2017,23:03:01,,
SHARE,5314722,2834196,,WEB,,,,3-May-2017,22:27:18,Welcome the sun into your home Walt Rhodes,WEB,1,640,3-May-2017,22:27:18,,
SHARE,5314722,2834196,,WEB,,,,3-May-2017,6:08:06,Welcome the sun into your home Walt Rhodes,WEB,1,640,3-May-2017,6:08:06,,
VIEW,3913947,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Havice, Kevin 6.49KW SW 295 Panels Bid Proposal.pdf",,1,15,3-May-2017,2:00:22,,
VIEW,3913947,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Havice, Kevin 6.49KW SW 295 Panels Bid Proposal.pdf",,1,10,3-May-2017,1:58:26,,
SHARE,5312909,2834196,,WEB,,,,3-May-2017,0:54:48,Welcome the sun into your home Nikki Swanson,WEB,1,690,3-May-2017,0:54:48,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Swanson, Nikki 4.48KW Preliminary Bid Proposal.pdf",,1,10,3-May-2017,0:54:04,,
SHARE,4098404,4098404,,WEB,,,,2-May-2017,21:56:16,Master E2 Solar contracts for,WEB,0,0,2-May-2017,21:56:16,,
VIEW,5310067,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,Off-Grid Feasibility,,1,125,2-May-2017,8:34:53,,
VIEW,5310067,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,Importance of Efficiency,,1,120,2-May-2017,8:31:20,,
VIEW,5310067,,ANDROID_MOBILE,ANDROID_MOBILE,CHROME_MOBILE,,,,,Before you go off-grid,,1,120,2-May-2017,8:25:36,,
VIEW,3913947,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,130,2-May-2017,8:02:44,,
SHARE,5310781,2834196,,WEB,,,,2-May-2017,6:56:29,Welcome the sun into your home James Perales,WEB,0,0,2-May-2017,6:56:29,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Perales, James 4.72KW Preliminary Bid Proposal.pdf",,1,10,2-May-2017,6:56:08,,
VIEW,3913947,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Havice, Kevin 6.49KW SW 295 Panels Bid Proposal.pdf",,1,10,2-May-2017,5:49:51,,
SHARE,5310067,2834196,,WEB,,,,2-May-2017,5:33:43,"Understanding Off Grid"" for Todd Omlid""",WEB,1,365,2-May-2017,5:33:43,,
SHARE,5309994,2834196,,WEB,,,,2-May-2017,5:23:13,Welcome the sun into your home Len Hofer,WEB,0,0,2-May-2017,5:23:13,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Hofer, Len 4.72KW Preliminary Bid Proposal.pdf",,1,10,2-May-2017,5:22:48,,
SHARE,5309480,2834196,,WEB,,,,2-May-2017,4:57:22,Welcome the sun into your home Amber Beaugrand,WEB,0,0,2-May-2017,4:57:22,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Jones, Aaron 4.41KW LG 315 watt Black Panels with SolarEdge Bid Proposal.pdf",,1,5,2-May-2017,3:05:45,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Jones, Aaron 4.41KW LG 315 watt Black Panels with SolarEdge Bid Proposal.pdf",,1,10,2-May-2017,2:56:57,,
SHARE,4653948,2834196,,WEB,,,,21-Mar-2017,7:18:03,Solar Blueprint Perry Cross,WEB,1,845,1-May-2017,19:53:00,,
VIEW,4653948,,iOS7_IPHONE,iOS7_IPHONE,MOBILE_SAFARI,,,,,SolarEdge performance monitoring,,1,15,1-May-2017,19:52:11,,
VIEW,4653948,,iOS7_IPHONE,iOS7_IPHONE,MOBILE_SAFARI,,,,,SolarEdge performance under shaded conditions,,1,240,1-May-2017,19:46:14,,
VIEW,4653948,,iOS7_IPHONE,iOS7_IPHONE,MOBILE_SAFARI,,,,,"Cross, Perry 7.68KW Bid Proposal.pdf",,1,15,1-May-2017,19:45:12,,
VIEW,4653948,,iOS7_IPHONE,iOS7_IPHONE,MOBILE_SAFARI,,,,,"Cross, Perry 7.08KW Bid Proposal.pdf",,1,10,1-May-2017,19:44:49,,
VIEW,4653948,,iOS7_IPHONE,iOS7_IPHONE,MOBILE_SAFARI,,,,,"Cross, Perry 6.72KW Bid Proposal.pdf",,1,65,1-May-2017,19:43:33,,
VIEW,4653948,,iOS7_IPHONE,iOS7_IPHONE,MOBILE_SAFARI,,,,,"Cross, Perry 5.04KW Bid Proposal .pdf",,1,50,1-May-2017,19:42:31,,
VIEW,5299002,,MAC_OS_X,MAC_OS_X,CHROME,,,,,Oregon renewable energy tax credit,,1,5,29-Apr-2017,8:56:21,,
VIEW,5299002,,MAC_OS_X,MAC_OS_X,CHROME,,,,,Energy Trust funding status for Pacific Power customers,,1,40,29-Apr-2017,8:55:02,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.62KW with SW 295 watt panels Bid Proposal.pdf",,1,130,29-Apr-2017,8:37:12,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.44KW with REC Panels and SolarEdge Bid Proposal.pdf",,1,100,29-Apr-2017,8:33:48,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.44KW with REC Panels Bid Proposal.pdf",,1,175,29-Apr-2017,8:17:23,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.44KW with REC Panels Bid Proposal.pdf",,1,130,29-Apr-2017,5:17:10,,
SHARE,4653948,2834196,,WEB,,,,29-Apr-2017,4:19:11,Solar Blueprint Perry Cross,WEB,1,845,29-Apr-2017,4:19:11,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cross, Perry 7.68KW Bid Proposal.pdf",,1,15,29-Apr-2017,4:18:39,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cross, Perry 7.08KW Bid Proposal.pdf",,1,10,29-Apr-2017,4:18:24,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cross, Perry 6.72KW Bid Proposal.pdf",,1,10,29-Apr-2017,4:18:11,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cross, Perry 5.04KW Bid Proposal .pdf",,1,10,29-Apr-2017,4:17:58,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.62KW with SW 295 watt panels Bid Proposal.pdf",,1,10,29-Apr-2017,3:32:49,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.44KW with REC Panels and SolarEdge Bid Proposal.pdf",,1,10,29-Apr-2017,3:32:37,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.44KW with REC Panels Bid Proposal.pdf",,1,10,29-Apr-2017,3:32:26,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Gale, Dakota Prelim Roof Layout.png",,1,10,29-Apr-2017,0:21:54,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Williamson, Lori 4.48KW Preliminary Bid Proposal.pdf",,1,15,29-Apr-2017,0:16:57,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Riding, Courtney 6.72KW Preliminary Bid Proposal.pdf",,1,15,29-Apr-2017,0:16:22,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Achille, Frank Prelim Roof Layout.png",,1,5,29-Apr-2017,0:13:24,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Gorbett, Brett 5.04KW Preliminary Bid Proposal.pdf",,1,105,28-Apr-2017,23:36:51,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Central Electric Co-op Net Metering,,1,20,28-Apr-2017,23:35:42,,
VIEW,4405949,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Gorbett, Brett 5.04KW Preliminary Bid Proposal.pdf",,1,15,28-Apr-2017,23:27:18,,
VIEW,4405949,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Gorbett, Brett Prelim Roof Layout.png",,1,5,28-Apr-2017,23:18:08,,
VIEW,5289812,,WINDOWS_81,WINDOWS_81,CHROME,,,,,"Moore, Ken 12.39KW with Solarworld panels and SolarEdge Bid Proposal.pdf",,1,5,28-Apr-2017,21:36:46,,
VIEW,5289812,,WINDOWS_81,WINDOWS_81,CHROME,,,,,"Moore, Ken 12.39KW with Solarworld panels and SolarEdge Bid Proposal.pdf",,1,10,28-Apr-2017,20:47:44,,
VIEW,5295095,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Lead acid battery maintenance,,1,255,28-Apr-2017,8:32:03,,
VIEW,5299557,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Central Electric Co-op Net Metering,,1,50,28-Apr-2017,8:22:39,,
VIEW,5299557,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,"Willett, Ken 11.04KW Groundmount Preliminary Bid Proposal.pdf",,1,140,28-Apr-2017,8:22:00,,
SHARE,5299557,2834196,,WEB,,,,28-Apr-2017,7:02:05,Get the Power Ken Willett,WEB,1,190,28-Apr-2017,7:02:05,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Willett, Ken 11.04KW Groundmount Preliminary Bid Proposal.pdf",,1,10,28-Apr-2017,7:01:17,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,Upload Utility Bill,,1,115,28-Apr-2017,5:29:48,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Rastorfer, Gayle 5.04KW Preliminary Bid Proposal.pdf",,1,15,28-Apr-2017,5:08:34,,
SHARE,5299002,2834196,,WEB,,,,28-Apr-2017,4:42:10,Welcome the sun into your home Daniel Belles,WEB,1,115,28-Apr-2017,4:42:10,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,About E2 Solar,,1,15,28-Apr-2017,4:41:32,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Federal energy tax credit,,1,5,28-Apr-2017,4:41:21,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel 10.62KW Preliminary Bid Proposal.pdf",,1,10,28-Apr-2017,4:41:01,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Belles, Daniel Prelim Roof Layout.png",,1,5,28-Apr-2017,4:40:47,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Mehner, Miles 4.48KW Preliminary Bid Proposal.pdf",,1,25,28-Apr-2017,1:03:37,,
